Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id,Source URL
granite-4.0-micro,0.2828282828282828,0.2828282828282828,2025-10-02,,,,,0.018237830822136196,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FSadaSwnSdMpYRstc8zvgjJ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/SadaSwnSdMpYRstc8zvgjJ.eval,2026-08-30T22:46:42.000Z,SadaSwnSdMpYRstc8zvgjJ
gpt-6-astra_max,0.96,0.96,2026-09-03,OpenAI,,,,,,,,gpt6-astra-gpqa,https://openai.com/index/gpt-6-astra/
seed-oss-36b-instruct,0.7152777777777778,0.7152777777777778,2025-08-20,,,,,0.02741123270979468,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FBVat526nF6NUGoVaLCp7DT.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/BVat526nF6NUGoVaLCp7DT.eval,2026-08-30T22:46:22.000Z,BVat526nF6NUGoVaLCp7DT
Qwen3-32B_none,0.5410353535353535,0.5410353535353535,2025-04-29,Alibaba,China,7.0848e+24,6 FLOP / parameter / token * 36 * 10^12 tokens * 32.8  * 10^9 parameters = 7.0848e+24 FLOP,0.028146234201602498,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FEXpHB6kFqDjRfG9A5LsDf6.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/EXpHB6kFqDjRfG9A5LsDf6.eval,2026-08-30T22:45:08.000Z,EXpHB6kFqDjRfG9A5LsDf6
qwen3-30b-a3b-thinking-2507,0.7007575757575758,0.7007575757575758,2025-07-30,Alibaba,China,6.48e+23,6 FLOP / parameter / token * 3*10^9 active parameters * 36000000000000 tokens = 6.48e+23 FLOP,0.028327897613545493,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F2gzNF2d53h2oCKDnojLtSP.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/2gzNF2d53h2oCKDnojLtSP.eval,2026-08-30T22:44:24.000Z,2gzNF2d53h2oCKDnojLtSP
qwen3-30b-a3b-instruct-2507,0.5561868686868687,0.5561868686868687,2025-07-29,Alibaba,China,6.48e+23,6 FLOP / parameter / token * 3*10^9 active parameters * 36000000000000 tokens = 6.48e+23 FLOP,0.028844434239616544,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FX3HfncZtnLKUPoUuRc9YsR.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/X3HfncZtnLKUPoUuRc9YsR.eval,2026-08-30T22:44:04.000Z,X3HfncZtnLKUPoUuRc9YsR
Qwen3-30B-A3B_none,0.5037878787878788,0.5037878787878788,2025-04-29,Alibaba,China,6.48e+23,6 FLOP / parameter / token * 3*10^9 active parameters * 36000000000000 tokens = 6.48e+23 FLOP,0.02827514183647295,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FDGSmhVxWsi7chsuKS64VLg.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/DGSmhVxWsi7chsuKS64VLg.eval,2026-08-30T22:43:32.000Z,DGSmhVxWsi7chsuKS64VLg
Qwen3-30B-A3B,0.6167929292929293,0.6167929292929293,2025-04-29,Alibaba,China,6.48e+23,6 FLOP / parameter / token * 3*10^9 active parameters * 36000000000000 tokens = 6.48e+23 FLOP,0.029727711361608088,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FBnX67AoZzgVbHgaM8F8Brz.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/BnX67AoZzgVbHgaM8F8Brz.eval,2026-08-30T22:43:15.000Z,BnX67AoZzgVbHgaM8F8Brz
qwen2.5-7b-instruct,0.3547979797979798,0.3547979797979798,2024-09-19,Alibaba,China,8.2188e+23,"Training dataset size was 18 trillion

6ND = 6 * 7.61 billion parameters * 18 trillion tokens = 8.2188e+23",0.02291485990511179,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6jkd5nJzspGZJtvZynZZTD.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/6jkd5nJzspGZJtvZynZZTD.eval,2026-08-30T22:42:14.000Z,6jkd5nJzspGZJtvZynZZTD
mistral-small-3.1-2503,0.41919191919191917,0.41919191919191917,2025-03-17,Mistral AI,France,,At least 1.152e+24 FLOP (base model Mistral Small 3 training compute),0.02348827340432996,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FDvbGrBaybHM3UhJwWhE3LR.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/DvbGrBaybHM3UhJwWhE3LR.eval,2026-08-30T22:40:44.000Z,DvbGrBaybHM3UhJwWhE3LR
mistral-small-3-2501,0.47285353535353536,0.47285353535353536,2025-01-30,Mistral AI,France,1.152e+24,6ND = 6*8T tokens * 24B parameters = 1.152e+24 FLOP,0.027888880246470463,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FYJPwhEJa6qQWB23HQjByxt.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/YJPwhEJa6qQWB23HQjByxt.eval,2026-08-30T22:40:23.000Z,YJPwhEJa6qQWB23HQjByxt
